call_id	call_name	method_full_name	file	line
30064771515	<operator>.assignment	<operator>.assignment	install.js	8
30064771516	<operator>.assignment	<operator>.assignment	install.js	16
30064771517	<operator>.assignment	<operator>.assignment	install.js	26
30064771518	<operator>.assignment	<operator>.assignment	install.js	27
30064771519	<operator>.assignment	<operator>.assignment	install.js	28
30064771520	<operator>.assignment	<operator>.assignment	install.js	29
30064771521	<operator>.logicalOr	<operator>.logicalOr	install.js	29
30064771522	<operator>.fieldAccess	<operator>.fieldAccess	install.js	29
30064771523	<operator>.fieldAccess	<operator>.fieldAccess	install.js	29
30064771524	<operator>.assignment	<operator>.assignment	install.js	30
30064771525	<operator>.assignment	<operator>.assignment	install.js	31
30064771526	<operator>.assignment	<operator>.assignment	install.js	32
30064771527	<operator>.fieldAccess	<operator>.fieldAccess	install.js	32
30064771528	<operator>.assignment	<operator>.assignment	install.js	33
30064771529	<operator>.fieldAccess	<operator>.fieldAccess	install.js	33
30064771530	<operator>.assignment	<operator>.assignment	install.js	34
30064771531	<operator>.fieldAccess	<operator>.fieldAccess	install.js	34
30064771532	<operator>.assignment	<operator>.assignment	install.js	36
30064771533	<operator>.assignment	<operator>.assignment	install.js	37
30064771534	<operator>.fieldAccess	<operator>.fieldAccess	install.js	37
30064771535	<operator>.assignment	<operator>.assignment	install.js	38
30064771536	<operator>.fieldAccess	<operator>.fieldAccess	install.js	38
30064771537	<operator>.assignment	<operator>.assignment	install.js	39
30064771538	<operator>.fieldAccess	<operator>.fieldAccess	install.js	39
30064771539	<operator>.assignment	<operator>.assignment	install.js	40
30064771540	<operator>.fieldAccess	<operator>.fieldAccess	install.js	40
30064771541	<operator>.assignment	<operator>.assignment	install.js	41
30064771542	<operator>.fieldAccess	<operator>.fieldAccess	install.js	41
30064771543	<operator>.assignment	<operator>.assignment	install.js	42
30064771544	<operator>.fieldAccess	<operator>.fieldAccess	install.js	42
30064771545	<operator>.assignment	<operator>.assignment	install.js	43
30064771546	<operator>.fieldAccess	<operator>.fieldAccess	install.js	43
30064771547	<operator>.assignment	<operator>.assignment	install.js	44
30064771548	<operator>.fieldAccess	<operator>.fieldAccess	install.js	44
30064771549	<operator>.assignment	<operator>.assignment	install.js	45
30064771550	<operator>.fieldAccess	<operator>.fieldAccess	install.js	45
30064771551	<operator>.assignment	<operator>.assignment	install.js	46
30064771552	<operator>.fieldAccess	<operator>.fieldAccess	install.js	46
30064771553	<operator>.assignment	<operator>.assignment	install.js	47
30064771554	<operator>.fieldAccess	<operator>.fieldAccess	install.js	47
30064771555	<operator>.assignment	<operator>.assignment	install.js	48
30064771556	<operator>.fieldAccess	<operator>.fieldAccess	install.js	48
30064771557	<operator>.assignment	<operator>.assignment	install.js	49
30064771558	<operator>.fieldAccess	<operator>.fieldAccess	install.js	49
30064771559	<operator>.assignment	<operator>.assignment	install.js	50
30064771560	<operator>.fieldAccess	<operator>.fieldAccess	install.js	50
30064771561	<operator>.assignment	<operator>.assignment	install.js	51
30064771562	<operator>.fieldAccess	<operator>.fieldAccess	install.js	51
30064771563	<operator>.assignment	<operator>.assignment	install.js	52
30064771564	<operator>.fieldAccess	<operator>.fieldAccess	install.js	52
30064771565	<operator>.assignment	<operator>.assignment	install.js	53
30064771566	<operator>.fieldAccess	<operator>.fieldAccess	install.js	53
30064771567	<operator>.assignment	<operator>.assignment	install.js	54
30064771568	<operator>.fieldAccess	<operator>.fieldAccess	install.js	54
30064771569	<operator>.assignment	<operator>.assignment	install.js	55
30064771570	<operator>.fieldAccess	<operator>.fieldAccess	install.js	55
30064771571	<operator>.assignment	<operator>.assignment	install.js	56
30064771572	<operator>.fieldAccess	<operator>.fieldAccess	install.js	56
30064771573	<operator>.assignment	<operator>.assignment	install.js	58
30064771574	<operator>.assignment	<operator>.assignment	install.js	59
30064771575	<operator>.fieldAccess	<operator>.fieldAccess	install.js	59
30064771576	<operator>.assignment	<operator>.assignment	install.js	60
30064771577	<operator>.fieldAccess	<operator>.fieldAccess	install.js	60
30064771578	<operator>.assignment	<operator>.assignment	install.js	61
30064771579	<operator>.fieldAccess	<operator>.fieldAccess	install.js	61
30064771580	<operator>.assignment	<operator>.assignment	install.js	89
30064771581	<operator>.assignment	<operator>.assignment	install.js	90
30064771582	<operator>.assignment	<operator>.assignment	install.js	91
30064771583	<operator>.assignment	<operator>.assignment	install.js	92
30064771584	<operator>.assignment	<operator>.assignment	install.js	93
30064771585	<operator>.assignment	<operator>.assignment	install.js	94
30064771586	<operator>.assignment	<operator>.assignment	install.js	95
30064771587	require	install.js::program:require	install.js	95
30064771588	join	path:join	install.js	95
30064771589	<operator>.fieldAccess	<operator>.fieldAccess	install.js	95
30064771590	<operator>.assignment	<operator>.assignment	install.js	96
30064771591	join	path:join	install.js	96
30064771592	<operator>.fieldAccess	<operator>.fieldAccess	install.js	96
30064771593	<operator>.assignment	<operator>.assignment	install.js	97
30064771594	then	Promise<void>:then	install.js	283
30064771595	<operator>.fieldAccess	<operator>.fieldAccess	install.js	283
30064771596	<operator>.assignment	<operator>.assignment	install.js	283
30064771597	checkAndPreparePackage	install.js::program:checkAndPreparePackage	install.js	283
